Geneid	/data/users/egraf/RNAseq/5_samtools_sort_2/HER21_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER22_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/HER23_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/NonTNBC3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/Normal3_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC1_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC2_sorted.bam	/data/users/egraf/RNAseq/5_samtools_sort_2/TNBC3_sorted.bam
ENSG00000260784	1	0	0	3	0	1	0	0	2	3	0	0
ENSG00000260693	0	1	2	0	0	0	0	1	7	0	0	0
ENSG00000277031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187951	1	5	1	0	0	0	0	0	0	1	0	0
ENSG00000206846	3	5	3	0	0	0	0	0	0	0	1	0
ENSG00000278696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254793	0	0	0	3	4	1	3	0	2	11	1	7
ENSG00000159459	1226	740	1084	1659	614	888	470	1006	1430	551	404	434
ENSG00000205871	1	2	3	5	3	3	3	10	3	4	6	2
ENSG00000137842	379	113	258	263	182	138	299	501	490	144	57	38
ENSG00000260928	0	0	0	1	0	1	0	0	0	2	0	1
ENSG00000166946	431	172	366	887	395	392	338	640	677	174	233	153
ENSG00000202211	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000261679	0	0	0	0	2	1	0	0	0	1	2	4
ENSG00000159495	12	0	1	9	10	5	1	0	0	29	8	15
ENSG00000168806	179	87	190	396	181	174	62	111	150	92	102	105
ENSG00000259701	2	2	8	2	2	0	0	0	0	3	0	0
ENSG00000283614	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270378	0	1	0	3	1	0	0	0	0	2	0	0
ENSG00000259194	1	0	3	1	1	2	0	0	0	0	0	1
ENSG00000259678	2	2	3	1	0	1	0	1	0	1	1	2
ENSG00000104093	2088	1484	2452	623	444	475	118	325	524	728	188	341
ENSG00000259668	66	61	84	12	12	15	3	12	5	17	5	8
ENSG00000104112	4	2	10	3	5	3	1	12	32	11	6	13
ENSG00000259241	0	0	1	3	4	3	0	0	0	2	3	2
ENSG00000259296	0	0	0	0	0	0	1	0	0	3	1	0
ENSG00000140280	86	56	89	183	38	73	40	139	124	110	60	66
ENSG00000259377	3	4	5	4	2	0	0	0	0	4	0	1
ENSG00000197361	33	5	8	3	9	7	6	18	9	42	10	14
ENSG00000033800	831	911	985	963	541	658	453	1474	2794	509	369	362
ENSG00000138617	64	128	68	135	90	119	107	197	277	76	50	62
ENSG00000140543	26	20	18	6	24	31	7	8	8	20	11	10
ENSG00000157450	699	483	574	563	444	515	363	1412	2506	398	322	283
ENSG00000137821	58	76	29	111	97	73	74	200	207	45	32	32
ENSG00000166819	96	6	49	349	162	113	17	27	45	64	95	34
ENSG00000166821	89	29	130	1156	618	372	167	114	181	74	76	44
ENSG00000241362	0	2	2	9	21	6	3	2	0	3	0	0
ENSG00000250379	0	1	0	0	0	1	1	0	0	2	0	0
ENSG00000243789	11	21	10	5	3	9	3	10	4	15	2	3
ENSG00000168970	48	43	40	84	67	71	67	187	110	67	30	46
ENSG00000137877	38	238	81	378	66	57	157	382	194	103	111	92
ENSG00000200293	0	0	0	1	1	1	0	0	3	2	0	1
ENSG00000264850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259563	11	12	16	5	8	7	2	4	1	9	2	4
ENSG00000104131	483	1154	895	2302	671	839	1474	2984	4248	846	551	697
ENSG00000259659	17	25	10	15	11	10	6	12	12	11	6	2
ENSG00000206957	1	0	1	0	0	1	0	0	0	4	0	1
ENSG00000276121	0	0	0	0	1	1	4	0	0	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238845	0	0	1	1	1	0	0	0	0	1	0	3
ENSG00000103855	449	333	375	364	379	313	570	2731	2896	211	355	169
ENSG00000240163	76	23	11	1	7	7	6	8	7	9	5	1
ENSG00000273721	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000128915	2651	926	1076	875	692	829	434	870	824	578	311	412
ENSG00000259513	23	5	12	2	1	4	0	0	2	2	4	0
ENSG00000140527	8	1	2	35	36	28	14	39	26	33	13	15
ENSG00000259561	2	0	0	1	7	3	0	0	0	1	1	2
ENSG00000206590	0	0	0	4	1	0	0	0	0	2	0	0
ENSG00000259441	0	0	0	1	1	0	2	0	0	1	2	2
ENSG00000188095	2	1	3	13	17	6	4	17	9	7	7	1
ENSG00000166825	189	95	195	277	119	140	1346	3367	5166	237	159	412
ENSG00000157823	164	158	262	588	310	262	149	269	334	162	99	144
ENSG00000250021	0	0	2	3	0	0	1	1	1	0	1	2
ENSG00000264966	1	2	1	1	3	1	0	0	0	1	0	0
ENSG00000259677	9	18	10	8	11	3	1	3	1	9	2	4
ENSG00000264796	5	2	3	1	1	3	0	0	0	2	0	0
ENSG00000212420	1	1	4	1	4	2	0	0	0	0	0	0
ENSG00000242498	249	200	414	928	190	283	331	636	788	295	249	258
ENSG00000252645	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259273	0	0	0	0	1	3	0	0	0	1	2	2
ENSG00000280377	0	1	0	0	1	1	0	0	0	0	0	1
ENSG00000182718	12937	4032	3983	12425	3847	4264	15933	27210	28931	4673	6793	8006
ENSG00000252995	0	1	0	0	0	3	0	0	0	1	0	0
ENSG00000259548	3	2	1	0	1	2	0	0	1	3	2	0
ENSG00000136371	12	28	24	94	47	46	41	71	47	44	25	33
ENSG00000261229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259332	0	0	0	4	0	0	0	1	3	2	1	0
ENSG00000279394	5	12	8	6	8	10	0	0	0	13	2	5
ENSG00000286813	22	16	13	20	7	16	2	2	2	13	11	4
ENSG00000278600	68	198	52	29	55	51	35	72	71	51	19	18
ENSG00000288604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271364	1	0	1	0	4	0	0	0	0	3	0	3
ENSG00000279705	1	0	2	3	1	1	0	0	0	6	1	0
ENSG00000275460	0	0	0	2	3	1	0	0	0	0	0	0
ENSG00000140379	75	48	123	106	9	27	22	158	69	66	40	64
ENSG00000275332	6	0	1	1	2	2	0	2	0	3	1	0
ENSG00000274383	2	3	7	0	3	1	1	7	3	0	4	3
ENSG00000090487	665	1210	898	749	432	478	780	1527	1314	592	405	442
ENSG00000103707	56	135	102	130	89	103	42	99	96	63	76	72
ENSG00000270218	2	14	5	1	0	0	0	0	0	1	0	0
ENSG00000186198	2	9	0	4	2	11	9	20	18	6	11	2
ENSG00000277351	0	1	0	3	0	2	0	9	7	10	11	5
ENSG00000103710	53	146	23	81	65	117	124	518	440	106	359	57
ENSG00000259258	2	6	2	0	3	3	0	0	1	1	4	0
ENSG00000090470	166	442	317	384	213	322	201	588	809	309	223	216
ENSG00000166855	589	900	702	1054	545	694	228	915	935	652	431	436
ENSG00000138615	1668	10	551	1444	1148	3460	129	1070	5895	199	1572	329
ENSG00000279268	0	0	0	0	1	3	0	0	0	1	1	0
ENSG00000201709	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000206903	24	22	9	23	12	4	2	0	0	2	2	4
ENSG00000199568	13955	6482	4699	2253	649	575	1	3	1	190	259	197
ENSG00000265673	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000254585	7	2	1	5	16	8	3	80	80	6	2	6
ENSG00000182636	84	13	47	148	111	123	104	497	513	29	130	37
ENSG00000206616	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137819	84	45	23	123	67	111	41	29	56	56	26	100
ENSG00000259645	2	0	0	0	0	4	3	0	2	3	1	1
ENSG00000207395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259191	1	7	5	2	3	2	0	0	0	10	0	3
ENSG00000137818	1835	2347	1867	2075	1412	1544	21349	34430	26434	674	1519	1032
ENSG00000207119	1	1	0	0	0	1	0	1	0	4	1	0
ENSG00000259215	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000137807	278	815	466	227	114	148	38	114	104	508	171	386
ENSG00000259438	0	1	2	0	0	0	4	1	2	2	1	5
ENSG00000274528	2	0	0	1	2	4	9	3	8	5	6	5
ENSG00000259398	4	4	1	5	2	3	1	0	2	9	2	0
ENSG00000259712	9	10	5	1	4	3	3	29	16	2	3	3
ENSG00000242327	0	0	0	1	0	1	0	0	1	5	0	0
ENSG00000259327	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259709	8	8	4	4	7	4	1	3	5	13	3	2
ENSG00000206995	2	0	0	1	1	1	0	3	1	1	0	1
ENSG00000128833	1404	226	964	1560	1228	1262	622	1465	1766	421	182	292
ENSG00000221052	3	0	1	1	0	0	0	0	0	0	0	1
ENSG00000231169	7	3	5	2	6	2	1	0	0	5	0	4
ENSG00000128989	11296	1911	2682	3585	2322	2138	1622	5724	6069	1473	1206	1681
ENSG00000260618	40	37	75	20	34	24	3	27	12	15	4	12
ENSG00000259935	40	20	69	7	17	18	0	0	1	22	1	7
ENSG00000287500	0	0	5	0	3	0	0	0	0	4	1	0
ENSG00000214896	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000259612	0	0	0	3	2	2	0	4	2	5	4	5
ENSG00000279970	3	10	7	57	13	51	16	21	9	19	13	36
ENSG00000234438	2	0	0	0	6	7	2	0	7	13	3	4
ENSG00000259365	0	0	3	1	3	4	0	0	0	1	0	1
ENSG00000131873	743	850	711	2709	706	1087	1783	4551	7903	683	922	3284
ENSG00000274139	1	0	0	0	0	2	0	0	0	1	4	0
ENSG00000277210	0	0	0	1	1	9	0	0	0	15	2	14
ENSG00000259464	0	0	0	3	1	3	0	0	0	2	2	6
ENSG00000259695	0	0	0	0	2	2	1	0	0	0	0	0
ENSG00000184277	260	317	418	860	438	508	229	696	905	374	313	888
ENSG00000252614	1	4	0	0	0	0	0	3	0	4	0	2
ENSG00000185418	127	131	182	142	116	121	74	180	229	94	55	147
ENSG00000140479	117	298	231	1396	324	636	343	426	339	259	186	773
ENSG00000279145	9	8	17	31	14	23	10	6	17	13	10	8
ENSG00000276533	11	9	14	5	2	7	9	8	6	10	6	3
ENSG00000225973	23	35	28	86	53	68	9	30	29	61	31	46
ENSG00000069943	130	112	181	172	83	120	107	220	159	171	76	85
ENSG00000274765	5	11	13	7	8	8	0	0	4	7	1	1
ENSG00000277548	16	6	14	0	5	4	0	1	2	6	2	2
ENSG00000283891	2	1	1	0	0	3	0	0	0	0	0	0
ENSG00000137876	577	850	983	1222	820	930	888	3144	1742	710	640	657
ENSG00000187446	655	1029	896	3577	1214	1254	2673	3983	6206	806	689	936
ENSG00000285920	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000104147	3	13	7	22	2	1	1	2	0	15	5	10
ENSG00000137804	3	9	2	7	1	3	0	1	1	8	1	2
ENSG00000259396	1	1	4	3	2	1	0	1	0	3	0	1
ENSG00000137806	90	143	148	470	209	275	119	105	129	167	123	116
ENSG00000200407	1	1	0	1	0	1	0	0	0	0	0	1
ENSG00000137825	2	9	0	31	21	6	2	5	4	2	5	2
ENSG00000062524	5	6	8	13	10	15	3	18	19	22	15	10
ENSG00000103932	123	297	134	151	166	174	190	391	355	215	79	107
ENSG00000259838	9	12	11	46	22	13	21	33	31	11	3	6
ENSG00000092445	70	266	111	485	100	96	70	320	515	168	108	143
ENSG00000169926	585	437	675	1388	418	508	545	2452	3854	446	586	472
ENSG00000259179	0	0	1	1	3	2	0	0	0	5	1	1
ENSG00000259696	0	0	2	0	0	0	1	1	1	2	1	0
ENSG00000288561	0	0	0	1	1	0	0	0	0	2	1	1
ENSG00000243711	1	0	1	0	0	0	1	1	0	0	0	0
ENSG00000252061	8	2	6	0	1	4	1	3	7	6	0	6
ENSG00000279235	27	16	13	2	6	8	0	0	1	11	3	0
ENSG00000058335	62	5	191	22	28	25	8	14	16	61	28	43
ENSG00000103811	1757	531	1555	1387	544	984	973	1837	1033	812	960	949
ENSG00000179455	9	68	65	5	62	29	1	0	5	56	7	130
ENSG00000140285	272	48	240	416	110	224	204	821	868	114	113	308
ENSG00000259814	0	0	0	0	1	1	0	0	0	2	2	2
ENSG00000259300	0	0	0	3	9	2	0	0	0	6	1	3
ENSG00000287334	0	0	0	3	2	0	0	0	0	5	0	4
ENSG00000259644	7	26	4	10	4	4	6	23	2	4	4	1
ENSG00000234664	53	63	56	48	43	61	101	180	184	42	29	20
ENSG00000259523	0	1	2	20	6	3	9	6	17	1	6	2
ENSG00000259749	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000171016	75	43	201	107	381	197	55	192	326	64	165	78
ENSG00000069966	250	78	99	264	222	167	348	788	1127	163	160	102
ENSG00000104064	264	324	279	355	217	233	482	1824	2275	271	188	299
ENSG00000169783	21	64	119	19	45	29	18	63	73	18	20	52
ENSG00000140511	152	370	185	254	62	116	1242	3177	2142	934	713	938
ENSG00000259350	0	0	0	0	1	3	0	0	0	2	0	5
ENSG00000259489	0	0	0	1	0	0	0	0	0	1	1	0
ENSG00000157766	14	383	31	128	75	34	20	11	30	136	65	291
ENSG00000259655	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241588	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252957	0	0	0	0	1	2	0	0	0	1	0	1
ENSG00000259430	2	1	0	3	3	7	2	7	8	15	3	9
ENSG00000270127	22	2	8	19	38	67	9	23	8	10	5	4
ENSG00000251819	2	0	3	3	6	4	1	0	0	1	1	1
ENSG00000259205	8	2	4	3	7	8	8	11	2	3	1	3
ENSG00000200095	1	1	2	1	2	0	0	0	0	0	0	1
ENSG00000259437	0	0	0	0	0	2	0	0	0	5	1	0
ENSG00000103591	652	649	816	950	785	733	677	917	1029	452	280	240
ENSG00000242634	9	11	11	2	3	3	0	0	1	2	1	1
ENSG00000104067	971	1928	953	2693	1155	1291	946	4316	6492	1232	1129	882
ENSG00000140470	47	13	60	70	64	85	28	70	71	135	20	61
ENSG00000140471	258	189	338	439	274	293	124	202	397	197	115	371
ENSG00000183475	223	234	388	649	310	391	120	387	397	210	151	380
ENSG00000212306	4	3	2	1	2	1	0	1	0	2	1	1
ENSG00000259381	18	11	22	9	11	10	1	4	1	10	5	7
ENSG00000154227	14	3	0	7	13	14	6	10	36	19	10	55
ENSG00000278370	0	0	0	2	4	4	1	1	1	5	2	1
ENSG00000245479	3	3	1	9	8	3	1	1	0	9	3	3
ENSG00000200677	1	1	0	2	0	0	0	0	0	1	0	0
ENSG00000287061	1	1	1	1	3	0	2	2	9	7	1	4
ENSG00000241869	1	0	0	0	2	2	1	0	1	1	0	0
ENSG00000182511	100	42	81	154	63	92	274	513	640	119	127	84
ENSG00000197299	189	347	263	223	78	105	15	40	24	179	46	102
ENSG00000140564	315	398	381	1540	902	545	890	2456	2975	330	563	1267
ENSG00000172183	319	102	265	220	120	92	800	2513	1559	297	159	136
ENSG00000103723	28	35	10	26	50	62	87	105	154	118	69	63
ENSG00000259707	0	3	0	0	2	1	1	0	0	3	2	0
ENSG00000279758	3	6	2	1	6	2	0	0	0	2	1	0
ENSG00000186628	6	1	5	6	9	12	8	7	5	29	5	8
ENSG00000277864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156232	117	100	145	120	133	153	363	701	1097	99	82	67
ENSG00000166192	42	45	83	51	54	49	7	25	24	42	29	15
ENSG00000243568	0	0	1	2	4	2	0	0	0	5	0	0
ENSG00000260173	0	0	2	1	0	1	0	0	0	0	0	0
ENSG00000175318	30	64	277	126	29	52	163	197	426	161	72	13
ENSG00000137817	458	533	635	423	454	422	1037	1835	2228	370	271	229
ENSG00000273025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140488	1	0	2	0	3	1	0	1	1	1	1	0
ENSG00000260729	2	0	3	5	7	3	7	12	3	5	1	2
ENSG00000243007	1	1	1	6	2	8	0	1	2	9	4	12
ENSG00000179361	75	60	76	92	60	56	101	205	259	74	59	54
ENSG00000260919	1	0	2	3	5	6	2	5	10	4	2	2
ENSG00000252931	0	0	0	1	0	1	0	0	0	1	0	0
ENSG00000264406	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259608	0	0	0	0	0	3	0	0	0	1	2	1
ENSG00000252964	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000261077	0	0	0	0	1	3	0	0	0	1	0	1
ENSG00000200206	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000259734	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000259636	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000273540	0	0	3	14	22	29	1	0	0	57	17	18
ENSG00000128872	238	439	361	381	327	273	95	276	438	343	178	212
ENSG00000260007	26	45	33	16	24	21	18	67	38	22	12	20
ENSG00000128973	150	214	183	387	201	205	259	428	394	317	210	191
ENSG00000252117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252475	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000252288	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000212550	0	0	0	1	0	0	0	0	0	1	0	2
ENSG00000259742	0	0	0	1	0	0	0	0	0	1	1	1
ENSG00000259231	0	0	0	1	0	0	0	0	0	0	2	1
ENSG00000167014	0	0	0	1	1	1	1	1	0	4	0	0
ENSG00000259304	0	0	0	1	0	1	0	0	0	1	0	1
ENSG00000205363	8	1	33	9	36	57	5	52	34	23	24	13
ENSG00000178997	0	0	1	3	0	6	0	0	0	11	4	3
ENSG00000243708	3	6	8	13	15	13	12	26	14	17	6	6
ENSG00000137871	360	303	456	216	221	279	169	379	493	172	137	120
ENSG00000137875	3	2	1	9	1	2	12	13	10	10	24	13
ENSG00000069869	939	199	624	509	292	478	137	481	931	283	257	337
ENSG00000270301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259277	3	5	4	0	3	4	0	0	0	5	1	0
ENSG00000259299	0	0	4	8	4	2	0	0	0	5	4	1
ENSG00000252868	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185115	89	144	125	368	117	162	192	291	468	128	182	188
ENSG00000034053	80	181	44	41	50	41	55	236	161	119	108	97
ENSG00000140263	457	584	148	1088	1574	1772	542	399	215	320	130	181
ENSG00000259418	5	7	1	0	3	2	0	0	0	3	0	0
ENSG00000252171	1	3	0	0	0	3	0	0	0	3	1	0
ENSG00000259352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140279	2	5	5	52	23	33	22	34	26	68	26	22
ENSG00000140274	0	1	1	4	4	3	1	5	2	16	4	6
ENSG00000137857	41	40	86	185	86	73	71	149	175	110	50	63
ENSG00000259395	0	0	0	1	0	2	0	0	0	12	2	3
ENSG00000259737	0	0	0	6	1	3	1	0	0	7	3	0
ENSG00000270500	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261635	5	9	5	7	3	3	0	0	1	10	4	5
ENSG00000261315	9	22	12	17	9	5	0	1	1	3	7	2
ENSG00000260582	1	10	3	1	4	3	0	0	0	6	3	3
ENSG00000261191	3	15	6	1	2	3	0	0	0	6	1	0
ENSG00000212511	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277202	2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000186073	79	230	104	210	38	77	44	138	158	155	63	94
ENSG00000283798	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278313	0	0	2	0	4	7	1	1	0	8	5	2
ENSG00000260144	3	0	7	4	12	10	12	41	13	15	2	4
ENSG00000260672	4	3	9	7	9	13	3	9	4	18	3	6
ENSG00000259909	0	0	0	1	0	1	0	0	0	1	1	0
ENSG00000274350	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000175202	1	0	1	6	6	12	0	0	2	7	5	5
ENSG00000261281	0	0	0	0	0	0	1	0	0	1	1	2
ENSG00000285729	0	0	0	1	1	1	0	0	0	9	1	4
ENSG00000259259	0	0	0	0	0	1	0	0	0	3	0	0
ENSG00000159322	690	680	779	815	451	475	353	983	875	529	439	415
ENSG00000259308	5	12	7	1	3	4	0	1	2	1	1	0
ENSG00000263643	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000286872	6	1	5	16	7	12	2	32	24	10	3	3
ENSG00000136404	78	43	92	115	48	58	27	108	138	54	44	36
ENSG00000169594	16	14	3	2	7	11	312	383	572	17	58	44
ENSG00000207766	1	4	1	0	1	2	0	0	0	0	1	1
ENSG00000270702	4	7	6	2	4	0	0	0	0	3	0	0
ENSG00000260814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137802	183	310	133	177	209	209	342	1540	1393	189	108	87
ENSG00000169856	2	0	103	6	1	7	0	0	0	5	2	4
ENSG00000104133	1968	1518	2149	2506	1490	1732	730	1729	2051	1033	695	586
ENSG00000271725	13	5	9	4	3	5	1	4	6	5	5	3
ENSG00000172345	59	69	83	59	15	29	24	75	102	18	15	34
ENSG00000286488	32	54	45	15	19	16	3	10	18	23	7	28
ENSG00000188869	17	19	21	16	17	12	6	1	10	28	11	9
ENSG00000273920	2	3	3	0	0	0	1	0	1	0	0	2
ENSG00000284709	4	12	14	1	5	2	1	1	1	5	3	2
ENSG00000275995	1	8	9	2	1	2	1	1	1	1	0	1
ENSG00000225193	14	14	20	3	10	9	2	3	4	1	4	1
ENSG00000284626	2	1	0	2	2	3	1	1	0	6	1	0
ENSG00000261147	0	0	0	0	1	1	0	1	2	1	1	0
ENSG00000182768	183	145	146	1128	389	318	478	747	1035	253	239	249
ENSG00000275674	0	0	1	1	0	1	1	1	0	5	0	1
ENSG00000228998	2	4	7	16	8	15	6	17	18	5	4	7
ENSG00000270322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275345	1	0	3	0	1	0	0	0	1	0	0	0
ENSG00000271396	3	2	0	1	7	3	2	1	1	3	2	0
ENSG00000259646	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000284557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275449	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103876	94	135	253	526	527	360	436	399	303	196	195	98
ENSG00000259967	1	1	1	6	8	6	0	1	0	3	0	2
ENSG00000259417	2	62	5	9	17	18	1	34	27	37	2	7
ENSG00000259488	11	18	9	18	19	17	0	2	1	28	18	9
ENSG00000202542	0	1	0	0	0	1	0	0	0	3	1	1
ENSG00000128951	247	445	459	555	433	442	377	755	589	458	318	355
ENSG00000286947	9	4	3	5	6	12	0	1	0	5	1	0
ENSG00000274654	4	1	1	4	3	7	0	10	9	6	1	1
ENSG00000273925	0	4	0	0	0	0	0	0	0	1	0	0
ENSG00000259216	15	9	12	5	2	4	2	5	7	9	1	13
ENSG00000259469	2	2	3	1	1	3	1	0	0	2	0	0
ENSG00000261333	0	1	0	0	0	1	1	0	0	0	1	2
ENSG00000181827	536	629	753	361	346	429	204	893	1055	386	283	194
ENSG00000261072	28	40	39	8	4	4	0	0	0	8	8	3
ENSG00000275417	1	0	2	0	2	0	0	0	0	0	1	0
ENSG00000199784	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000261174	1	2	1	0	0	1	0	1	0	0	1	0
ENSG00000260382	2	4	7	1	1	1	0	6	0	3	3	1
ENSG00000198690	373	692	535	593	394	437	194	537	425	354	173	263
ENSG00000261628	7	1	0	0	3	2	0	0	0	1	0	0
ENSG00000166912	408	426	419	530	433	412	221	988	1335	268	167	213
ENSG00000212526	2	2	1	1	0	1	0	0	0	0	1	1
ENSG00000259720	0	0	0	3	1	5	0	0	0	3	4	3
ENSG00000207702	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000187806	0	0	0	0	1	1	0	0	0	7	0	2
ENSG00000271072	0	0	0	2	3	6	0	2	0	16	1	2
ENSG00000261187	0	1	3	0	1	1	0	9	3	5	1	0
ENSG00000213614	527	447	556	644	295	456	514	1006	847	469	225	378
ENSG00000140548	152	85	214	243	121	107	176	703	741	117	95	94
ENSG00000265871	5	4	4	0	3	1	0	2	0	1	2	3
ENSG00000273691	40	29	49	15	18	21	3	2	3	12	11	2
ENSG00000259291	56	20	84	237	23	56	47	54	45	41	35	42
ENSG00000276376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182054	1165	749	2228	4543	612	1073	1961	2484	1340	1523	1419	1229
ENSG00000279980	1	1	0	3	3	2	0	1	1	6	1	1
ENSG00000196391	22	37	17	68	21	30	35	95	117	49	33	28
ENSG00000259262	0	0	0	5	0	2	0	0	0	1	0	1
ENSG00000140575	5823	4829	6381	12790	3762	3983	3030	12525	17656	4358	4944	5306
ENSG00000259177	6	2	5	6	0	4	1	1	0	9	1	0
ENSG00000259212	12	2	7	7	6	6	0	8	2	9	0	2
ENSG00000259314	8	16	13	3	6	4	4	3	10	7	0	2
ENSG00000285560	5	7	4	5	4	3	1	0	5	4	0	1
ENSG00000259746	7	3	8	9	1	5	1	3	3	5	1	5
ENSG00000166145	554	768	861	2027	604	776	1441	4398	4230	446	344	458
ENSG00000179335	398	368	413	337	326	367	850	1927	2327	323	266	220
ENSG00000129007	4	2	4	8	4	9	1	6	8	11	5	11
ENSG00000183476	0	5	2	4	11	7	2	3	3	15	6	6
ENSG00000184716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167202	834	565	1077	1005	631	916	302	1213	1767	576	648	483
ENSG00000104059	9	0	15	7	22	18	1	16	7	23	5	14
ENSG00000230778	0	3	2	3	13	6	0	0	0	6	2	15
ENSG00000103653	346	255	540	453	262	327	259	824	750	375	371	235
ENSG00000183208	44	18	48	111	45	55	23	37	45	29	28	22
ENSG00000214433	3	1	1	6	3	9	4	1	5	9	4	6
ENSG00000279719	0	0	0	1	0	0	0	0	0	3	3	3
ENSG00000206641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000280362	0	0	2	7	4	4	1	0	5	12	8	10
ENSG00000259669	0	0	5	3	1	6	0	1	0	14	3	2
ENSG00000259619	0	0	0	1	0	1	0	0	0	8	3	1
ENSG00000259550	0	0	0	2	2	2	0	0	0	1	0	1
ENSG00000137766	9	1	3	5	12	17	4	11	3	36	5	8
ENSG00000173517	958	1163	1092	1379	937	1018	498	2863	5057	838	846	685
ENSG00000047346	1053	944	1932	656	862	663	575	1442	1765	381	246	330
ENSG00000140254	2	3	0	106	12	14	15	29	45	51	12	40
ENSG00000177971	111	210	195	275	187	213	184	267	506	145	103	91
ENSG00000214575	10	6	18	16	15	23	9	17	75	18	12	15
ENSG00000229474	134	54	161	56	26	33	21	32	23	115	31	24
ENSG00000278582	0	0	0	1	1	1	0	0	0	5	0	1
ENSG00000215252	296	642	253	151	134	115	358	1258	882	150	84	99
ENSG00000221065	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259892	0	0	0	2	3	0	0	0	0	1	7	1
ENSG00000252425	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261304	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000166069	0	0	1	5	4	7	0	0	0	17	5	4
ENSG00000258397	0	0	0	0	1	0	0	0	0	0	2	0
